instr,addr,pipe,call_count,cycles,running_time(us),detail
ADD,290682284,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x10600,XN:X9=0,XM:X0=0x10600,"
MOVX8_XD_IMM,290682280,SCALAR,1,1,0.000000,"XD:X0=0x10600,IMM:0x20c0,"
MOV_XD_IMM,290682272,SCALAR,1,1,0.000000,"XD:X18=0,IMM:0,"
ZEROEXT,290682268,SCALAR,1,1,0.000000,"dtype:U32,XD:X0=0x10400,XN:X0=0x10400,"
ADD,290682264,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x10400,XN:X9=0,XM:X0=0x10400,"
MOVX8_XD_IMM,290682260,SCALAR,1,1,0.000000,"XD:X0=0x10400,IMM:0x2080,"
MOV_XD_IMM,290682372,SCALAR,1,1,0.000000,"XD:X21=0x3800,IMM:0x3800,"
MOV_XD_IMM,290680832,SCALAR,1,1,0.000000,"XD:X29=0x7f80,IMM:0x7f80,"
MOV_XD_SPR,290680840,SCALAR,1,1,0.000000,"XD:X15=0,SPR:SYS_VA_BASE,"
MOV_XD_IMM,290682400,SCALAR,1,1,0.000000,"XD:X13=0,IMM:0,"
MOV_XD_IMM,290682396,SCALAR,1,1,0.000000,"XD:X6=0x1,IMM:0x1,"
ZEROEXT,290682392,SCALAR,1,1,0.000000,"dtype:U32,XD:X0=0x12600,XN:X1=0x12600,"
MOVK,290682384,SCALAR,1,1,0.000000,"XD:X26=0x4200000,IMM:0x420,UIMM:0x1,"
MOVK,290682380,SCALAR,1,1,0.000000,"XD:X23=0x8000000040080040,IMM:0x8000,UIMM:0x3,"
MOVK,290682376,SCALAR,1,1,0.000000,"XD:X22=0x40080040,IMM:0x4008,UIMM:0x1,"
MOV_XD_IMM,290682096,SCALAR,1,1,0.000000,"XD:X13=0x8000,IMM:0x8000,"
MOV_XD_IMM,290682368,SCALAR,1,1,0.000000,"XD:X20=0x2800,IMM:0x2800,"
MOV_XD_IMM,290682364,SCALAR,1,1,0.000000,"XD:X19=0x1800,IMM:0x1800,"
MOVK,290682360,SCALAR,1,1,0.000000,"XD:X18=0x1040000,IMM:0x104,UIMM:0x1,"
MOV_XD_IMM,290682356,SCALAR,1,1,0.000000,"XD:X17=0x3000,IMM:0x3000,"
MOV_XD_IMM,290682352,SCALAR,1,1,0.000000,"XD:X16=0x2000,IMM:0x2000,"
MOV_XD_IMM,290682348,SCALAR,1,1,0.000000,"XD:X15=0x1000,IMM:0x1000,"
MOVK,290682344,SCALAR,1,1,0.000000,"XD:X14=0x4080000,IMM:0x408,UIMM:0x1,"
SHR,290682144,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0,DATA_SRC:IMM,IMM:0x10,"
ADD,290682176,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x12000,XN:X9=0,XM:X1=0x12000,"
MOVX8_XD_IMM,290682172,SCALAR,1,1,0.000000,"XD:X1=0x12000,IMM:0x2400,"
MOVK,290682168,SCALAR,1,1,0.000000,"XD:X24=0x20000400010,IMM:0x200,UIMM:0x2,"
MOVK,290682164,SCALAR,1,1,0.000000,"XD:X10=0x100400200,IMM:0x1,UIMM:0x2,"
ADD,290682160,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0x11335a00,XN:X6=0x11335a00,XM:X2=0,"
ADD,290682156,SCALAR,1,1,0.000000,"dtype:S64,XD:X11=0x10000,XN:X9=0,XM:X7=0x10000,"
MOVK,290682152,SCALAR,1,1,0.000000,"XD:X24=0x400010,IMM:0x40,UIMM:0x1,"
MOVK,290682148,SCALAR,1,1,0.000000,"XD:X10=0x400200,IMM:0x40,UIMM:0x1,"
ZEROEXT,290682248,SCALAR,1,1,0.000000,"dtype:U32,XD:X0=0x10200,XN:X0=0x10200,"
MOV_XD_IMM,290682140,SCALAR,1,1,0.000000,"XD:X24=0x10,IMM:0x10,"
MOV_XD_IMM,290682136,SCALAR,1,1,0.000000,"XD:X10=0x200,IMM:0x200,"
MOV_XD_XN,290682132,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0,XN:X0=0,"
MOV_XD_SPR,290682128,SCALAR,1,1,0.000000,"XD:X2=0,SPR:SUBBLOCKID,"
SHL,290682120,SCALAR,1,1,0.000000,"dtype:B64,XD:X0=0,DATA_SRC:IMM,IMM:0x20,"
MOV_XD_SPR,290682100,SCALAR,1,1,0.000000,"XD:X0=0,SPR:BLOCKID,"
MOVX8_XD_IMM,290682092,SCALAR,1,1,0.000000,"XD:X2=0x20000,IMM:0x4000,"
MOV_XD_XN,290682188,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0,XN:X0=0,"
MOV_XD_IMM,290682252,SCALAR,1,1,0.000000,"XD:X14=0,IMM:0,"
ADD,290682244,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x10200,XN:X9=0,XM:X0=0x10200,"
MOVX8_XD_IMM,290682240,SCALAR,1,1,0.000000,"XD:X0=0x10200,IMM:0x2040,"
MOVX8_XD_IMM,290682232,SCALAR,1,1,0.000000,"XD:X1=0x12600,IMM:0x24c0,"
ZEROEXT,290682228,SCALAR,1,1,0.000000,"dtype:U32,XD:X0=0x12000,XN:X1=0x12000,"
SHR,290682220,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0,DATA_SRC:IMM,IMM:0x13,"
ADD,290682216,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x113c2600,XN:X3=0x113c2600,XM:X0=0,"
SHR,290682212,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0,DATA_SRC:IMM,IMM:0xf,"
MOV_XD_XN,290682208,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0,XN:X0=0,"
MOV_XD_IMM,290682200,SCALAR,1,1,0.000000,"XD:X23=0x40,IMM:0x40,"
ADD,290680844,SCALAR,1,1,0.000000,"dtype:S64,XD:X29=0x107f80,XN:X29=0x107f80,XM:X15=0,"
ADD,290682196,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0x113b6200,XN:X5=0x113b6200,XM:X2=0,"
SHR,290682192,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0,DATA_SRC:IMM,IMM:0x12,"
SET_FLAG,290683168,MTE1,2,0,0.000000,"PIPE:MTE1,TRIGGERPIPE:MTE2,FLAGID:0,"
NOP,290680904,FLOWCTRL,1,0,0.000000,""
JUMPCMP,290683252,FLOWCTRL,1,0,0.000000,"TargetPC:0,CMP_dtype:S64,XN:X0=0x1,Condition_op:1,FC_type:IMM,IMM:0xb9CMP_type:IMM,UIMM:0,"
JUMP,290681364,FLOWCTRL,1,0,0.000000,"TargetPC:0x11537240"
NOP,290683996,FLOWCTRL,1,0,0.000000,""
JUMPC,290683244,FLOWCTRL,2,0,0.000000,"TargetPC:0x11537970,cond_flag:1"
WAIT_FLAG,290683164,MTE1,2,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:1,"
END,290684004,FLOWCTRL,1,0,0.000000,""
JUMPCMP,290681400,FLOWCTRL,5,0,0.000000,"TargetPC:0,CMP_dtype:U64,XN:X0=0x1,Condition_op:2,FC_type:IMM,IMM:0x2CMP_type:REG,XM:X2=0x5,"
SET_FLAG,290682476,CUBE,2,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
WAIT_FLAG,290682468,CUBE,2,0,0.000000,"PIPE:FIXP,TRIGGERPIPE:CUBE,FLAGID:0,"
SET_FLAG,290682464,FIXP,2,0,0.000000,"PIPE:FIXP,TRIGGERPIPE:CUBE,FLAGID:0,"
WAIT_FLAG,290682460,MTE1,2,0,0.000000,"PIPE:MTE2,TRIGGERPIPE:MTE1,FLAGID:0,"
SET_FLAG,290682456,MTE2,2,0,0.000000,"PIPE:MTE2,TRIGGERPIPE:MTE1,FLAGID:0,"
JUMPC,290682784,FLOWCTRL,8,0,0.000000,"TargetPC:0x115377a4,cond_flag:1"
SET_FLAG,290682800,MTE1,2,0,0.000000,"PIPE:MTE1,TRIGGERPIPE:MTE2,FLAGID:0,"
BAR,290682872,ALL,2,0,0.000000,"PIPE:ALL"
WAIT_FLAG,290682076,MTE1,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:2,"
WAIT_FLAG,290682068,MTE1,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:1,"
WAIT_FLAG,290682048,MTE1,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
JUMPC,290681416,FLOWCTRL,5,0,0.000000,"TargetPC:0x1153724c,cond_flag:1"
JUMP,290681404,FLOWCTRL,1,0,0.000000,"TargetPC:0x11537240"
MOV_SPR_XN,290680956,SCALAR,1,0,0.000000,"SPR:CTRL,XN:X0=0,"
SET_FLAG,290682480,CUBE,2,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:1,"
SET_FLAG,290682972,MTE2,2,0,0.000000,"PIPE:MTE2,TRIGGERPIPE:MTE1,FLAGID:0,"
WAIT_FLAG,290682976,MTE1,2,0,0.000000,"PIPE:MTE2,TRIGGERPIPE:MTE1,FLAGID:0,"
SET_FLAG,290682980,FIXP,2,0,0.000000,"PIPE:FIXP,TRIGGERPIPE:CUBE,FLAGID:0,"
WAIT_FLAG,290682984,CUBE,2,0,0.000000,"PIPE:FIXP,TRIGGERPIPE:CUBE,FLAGID:0,"
SET_FLAG,290682988,CUBE,2,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
SET_FLAG,290682996,CUBE,2,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:1,"
WAIT_FLAG,290683004,MTE1,2,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
NOP,290681252,FLOWCTRL,1,0,0.000000,""
SET_FLAG,290681148,CUBE,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:2,"
SET_FLAG,290681124,CUBE,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:1,"
SET_FLAG,290681092,CUBE,1,0,0.000000,"PIPE:CUBE,TRIGGERPIPE:MTE1,FLAGID:0,"
