instr,addr,pipe,call_count,cycles,running_time(us),detail
MOVK,290686568,SCALAR,1,1,0.000000,"XD:X1=0x100080400010001,IMM:0x100,UIMM:0x3,"
MOV_XD_IMM,290687260,SCALAR,1,1,0.000000,"XD:X15=0,IMM:0,"
MOVK,290686636,SCALAR,1,1,0.000000,"XD:X3=0x4000200,IMM:0x400,UIMM:0x1,"
MOV_XD_IMM,290686632,SCALAR,1,1,0.000000,"XD:X3=0x200,IMM:0x200,"
ADD,290686628,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x113a6000,XN:X1=0x11396000,XM:X3=0x10000,"
MOV_XD_SPR,290686580,SCALAR,1,1,0.000000,"XD:X3=0x100000000000000,SPR:CTRL,"
SHL,290686624,SCALAR,1,1,0.000000,"dtype:B64,XD:X3=0x10000,DATA_SRC:IMM,IMM:0x1,"
INSERT_XD,290686584,SCALAR,1,1,0.000000,"XD:X3=0,IMM:0,POSITION:0x38,EXT:0,"
MOV_XD_IMM,290686588,SCALAR,1,1,0.000000,"XD:X1=0x1,IMM:0x1,"
NEG,290686596,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0xffffffffffffffff,XN:X1=0x1,"
MOVK,290684012,SCALAR,1,1,0.000000,"XD:X29=0x107f80,IMM:0x10,UIMM:0x1,"
WAIT_FLAG,290686332,SCALAR,1,1,0.000000,"PIPE:MTE2,TRIGGERPIPE:SCALAR,FLAGID:7,"
MOVK,290686372,SCALAR,1,1,0.000000,"XD:X7=0x100080800010001,IMM:0x100,UIMM:0x3,"
MOV_XD_IMM,290686368,SCALAR,1,1,0.000000,"XD:X4=0x200,IMM:0x200,"
MOVK,290686364,SCALAR,1,1,0.000000,"XD:X3=0x3f800000,IMM:0x3f80,UIMM:0x1,"
MOV_XD_IMM,290686360,SCALAR,1,1,0.000000,"XD:X1=0,IMM:0,"
MOV_XD_IMM,290686352,SCALAR,1,1,0.000000,"XD:X8=0x1,IMM:0x1,"
MOVK,290686348,SCALAR,1,1,0.000000,"XD:X7=0x80800010001,IMM:0x808,UIMM:0x2,"
MOV_XD_IMM,290686528,SCALAR,1,1,0.000000,"XD:X1=0x4000,IMM:0x4000,"
MOV_XD_IMM,290686344,SCALAR,1,1,0.000000,"XD:X3=0,IMM:0,"
SET_FLAG,290686340,SCALAR,1,1,0.000000,"PIPE:SCALAR,TRIGGERPIPE:VEC,FLAGID:7,"
MOVK,290686336,SCALAR,1,1,0.000000,"XD:X7=0x10001,IMM:0x1,UIMM:0x1,"
MOV_XD_IMM,290686564,SCALAR,1,1,0.000000,"XD:X0=0,IMM:0,"
MOV_XD_IMM,290686380,SCALAR,1,1,0.000000,"XD:X9=0x1f,IMM:0x1f,"
MOV_XD_SPR,290686540,SCALAR,1,1,0.000000,"XD:X1=0,SPR:CTRL,"
MOV_XD_IMM,290686328,SCALAR,1,1,0.000000,"XD:X7=0x1,IMM:0x1,"
MOV_XD_IMM,290686384,SCALAR,1,1,0.000000,"XD:X10=0,IMM:0,"
INSERT_XD,290686544,SCALAR,1,1,0.000000,"XD:X1=0x100000000000000,IMM:0x1,POSITION:0x38,EXT:0,"
WAIT_FLAG,290686392,SCALAR,1,1,0.000000,"PIPE:MTE3,TRIGGERPIPE:SCALAR,FLAGID:7,"
MOV_XD_IMM,290686552,SCALAR,1,1,0.000000,"XD:X1=0x1,IMM:0x1,"
MOVK,290686556,SCALAR,1,1,0.000000,"XD:X1=0x10001,IMM:0x1,UIMM:0x1,"
MOVK,290686560,SCALAR,1,1,0.000000,"XD:X1=0x80400010001,IMM:0x804,UIMM:0x2,"
WAIT_FLAG,290686320,SCALAR,1,1,0.000000,"PIPE:VEC,TRIGGERPIPE:SCALAR,FLAGID:7,"
ADD,290685148,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x10080,XN:X5=0,XM:X8=0x10080,"
ADD,290685188,SCALAR,1,1,0.000000,"dtype:S64,XD:X22=0x18280,XN:X5=0,XM:X15=0x18280,"
MOVX8_XD_IMM,290685180,SCALAR,1,1,0.000000,"XD:X14=0x12280,IMM:0x2450,"
MOVX8_XD_IMM,290685176,SCALAR,1,1,0.000000,"XD:X15=0x18280,IMM:0x3050,"
ADD,290685172,SCALAR,1,1,0.000000,"dtype:S64,XD:X20=0x28280,XN:X5=0,XM:X15=0x28280,"
SHR,290684232,SCALAR,1,1,0.000000,"dtype:U64,XD:X0=0x3a,DATA_SRC:IMM,IMM:0xf,"
MOVX8_XD_IMM,290685168,SCALAR,1,1,0.000000,"XD:X15=0x28280,IMM:0x5050,"
MOVK,290685164,SCALAR,1,1,0.000000,"XD:X8=0xce800000,IMM:0xce80,UIMM:0x1,"
MOV_XD_IMM,290685160,SCALAR,1,1,0.000000,"XD:X8=0,IMM:0,"
ZEROEXT,290685156,SCALAR,1,1,0.000000,"dtype:U32,XD:X12=0x10080,XN:X8=0x10080,"
MOVX8_XD_IMM,290685192,SCALAR,1,1,0.000000,"XD:X13=0x10200,IMM:0x2040,"
MOV_XD_IMM,290685144,SCALAR,1,1,0.000000,"XD:X10=0x20,IMM:0x20,"
MOVX8_XD_IMM,290685140,SCALAR,1,1,0.000000,"XD:X8=0x10080,IMM:0x2010,"
SHL,290684236,SCALAR,1,1,0.000000,"dtype:B64,XD:X0=0x1d0000,DATA_SRC:IMM,IMM:0xf,"
ADD_IMM,290684240,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x1d0008,XN:X0=0x1d0000,IMM:0x8,"
ADD,290685136,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x2,XN:X8=0x2,XM:X1=0,"
SHR,290685132,SCALAR,1,1,0.000000,"dtype:U64,XD:X1=0,DATA_SRC:IMM,IMM:0x3f,"
MOV_XD_IMM,290685128,SCALAR,1,1,0.000000,"XD:X0=0,IMM:0,"
MOVK,290685124,SCALAR,1,1,0.000000,"XD:X9=0x100000800010001,IMM:0x100,UIMM:0x3,"
SUB_IMM,290684204,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x1d7b00,XN:X30=0x1d8240,IMM:0x740,"
SHL,290685280,SCALAR,1,1,0.000000,"dtype:B64,XD:X16=0,DATA_SRC:IMM,IMM:0xe,"
MOV_XD_XN,290685272,SCALAR,1,1,0.000000,"dtype:S64,XD:X18=0,XN:X16=0,"
MOV_XD_XN,290685268,SCALAR,1,1,0.000000,"dtype:S64,XD:X15=0x1,XN:X1=0x1,"
NEG,290684164,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0xffffffffffffffff,XN:X1=0x1,"
ADD,290685252,SCALAR,1,1,0.000000,"dtype:S64,XD:X8=0x12200,XN:X5=0,XM:X8=0x12200,"
MOVX8_XD_IMM,290685248,SCALAR,1,1,0.000000,"XD:X8=0x12200,IMM:0x2440,"
MOV_XD_IMM,290684192,SCALAR,1,1,0.000000,"XD:X6=0x105,IMM:0x105,"
INSERT_XD,290685240,SCALAR,1,1,0.000000,"XD:X15=0,IMM:0,POSITION:0x38,EXT:0,"
SUB_IMM,290684200,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x1d7b20,XN:X30=0x1d8240,IMM:0x720,"
MOV_XD_IMM,290685116,SCALAR,1,1,0.000000,"XD:X7=0,IMM:0,"
MOV_XD_IMM,290684208,SCALAR,1,1,0.000000,"XD:X7=0x5,IMM:0x5,"
MOV_XD_SPR,290685236,SCALAR,1,1,0.000000,"XD:X15=0x100000000000000,SPR:CTRL,"
NEG,290685212,SCALAR,1,1,0.000000,"dtype:S64,XD:X14=0xffffffffffffffff,XN:X14=0x1,"
SUB_IMM,290684228,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x1d7ab0,XN:X30=0x1d8240,IMM:0x790,"
ADD,290685208,SCALAR,1,1,0.000000,"dtype:S64,XD:X13=0x10200,XN:X5=0,XM:X13=0x10200,"
SHR,290685204,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x1,DATA_SRC:IMM,IMM:0x1,"
MOV_XD_IMM,290685200,SCALAR,1,1,0.000000,"XD:X14=0x1,IMM:0x1,"
ADD,290685196,SCALAR,1,1,0.000000,"dtype:S64,XD:X17=0x12280,XN:X5=0,XM:X14=0x12280,"
MOVX8_XD_IMM,290684352,SCALAR,1,1,0.000000,"XD:X1=0x7ff00,IMM:0xffe0,"
MOVK,290684320,SCALAR,1,1,0.000000,"XD:X1=0x10000,IMM:0x1,UIMM:0x1,"
MOV_XD_SPR,290685036,SCALAR,1,1,0.000000,"XD:X8=0,SPR:SUBBLOCKID,"
MOV_XD_SPR,290685032,SCALAR,1,1,0.000000,"XD:X1=0x2,SPR:SUBBLOCKDIM,"
MOV_XD_IMM,290685028,SCALAR,1,1,0.000000,"XD:X9=0x8000,IMM:0x8000,"
MOVX8_XD_IMM,290685024,SCALAR,1,1,0.000000,"XD:X5=0x20000,IMM:0x4000,"
MOVX8_XD_IMM,290685020,SCALAR,1,1,0.000000,"XD:X6=0x10000,IMM:0x2000,"
MOVK,290684324,SCALAR,1,1,0.000000,"XD:X0=0xfff80100,IMM:0xfff8,UIMM:0x1,"
MOVK,290684328,SCALAR,1,1,0.000000,"XD:X1=0x2000000010000,IMM:0x2,UIMM:0x3,"
NEG,290684332,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0xffffffff0007ff00,XN:X0=0xfff80100,"
MOV_XD_SPR,290685056,SCALAR,1,1,0.000000,"XD:X16=0,SPR:SUBBLOCKID,"
SUB_IMM,290684424,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x1d7b53,XN:X30=0x1d8240,IMM:0x6ed,"
NEG,290684420,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0xffffffff0002ff00,XN:X0=0xfffd0100,"
MOVK,290684416,SCALAR,1,1,0.000000,"XD:X0=0xfffd0100,IMM:0xfffd,UIMM:0x1,"
MOV_XD_IMM,290684408,SCALAR,1,1,0.000000,"XD:X0=0x100,IMM:0x100,"
MOVX8_XD_IMM,290684376,SCALAR,1,1,0.000000,"XD:X1=0x2ff00,IMM:0x5fe0,"
MOV_XD_IMM,290684360,SCALAR,1,1,0.000000,"XD:X0=0,IMM:0,"
NEG,290684372,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0xffffffff00020000,XN:X0=0xfffe0000,"
MOVK,290684364,SCALAR,1,1,0.000000,"XD:X0=0xfffe0000,IMM:0xfffe,UIMM:0x1,"
MOVK,290684260,SCALAR,1,1,0.000000,"XD:X0=0xffff0000,IMM:0xffff,UIMM:0x1,"
SUB_IMM,290684244,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x1d7ac8,XN:X30=0x1d8240,IMM:0x778,"
MOV_XD_XN,290685112,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x2,XN:X8=0x2,"
ZEROEXT,290685108,SCALAR,1,1,0.000000,"dtype:U32,XD:X6=0x10000,XN:X1=0x10000,"
MOVK,290685104,SCALAR,1,1,0.000000,"XD:X9=0x800010001,IMM:0x8,UIMM:0x2,"
MOV_XD_IMM,290685100,SCALAR,1,1,0.000000,"XD:X0=0x4000,IMM:0x4000,"
MOV_XD_IMM,290684256,SCALAR,1,1,0.000000,"XD:X0=0,IMM:0,"
ADD,290685096,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x10000,XN:X5=0,XM:X6=0x10000,"
MOVK,290685092,SCALAR,1,1,0.000000,"XD:X9=0x10001,IMM:0x1,UIMM:0x1,"
MOV_XD_IMM,290685088,SCALAR,1,1,0.000000,"XD:X9=0x1,IMM:0x1,"
SHL,290685276,SCALAR,1,1,0.000000,"dtype:B64,XD:X1=0x8000,DATA_SRC:IMM,IMM:0xf,"
NEG,290684264,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0xffffffff00010000,XN:X0=0xffff0000,"
INSERT_XD,290685080,SCALAR,1,1,0.000000,"XD:X9=0x100000000000000,IMM:0x1,POSITION:0x38,EXT:0,"
MOV_XD_SPR,290685072,SCALAR,1,1,0.000000,"XD:X9=0,SPR:CTRL,"
SIGNEXT,290685068,SCALAR,1,1,0.000000,"dtype:S32,XD:X12=0x1,XN:X12=0x1,"
MOVX8_XD_IMM,290684268,SCALAR,1,1,0.000000,"XD:X1=0x10000,IMM:0x2000,"
MOV_XD_SPR,290685060,SCALAR,1,1,0.000000,"XD:X12=0x1,SPR:BLOCKID,"
MOV_XD_IMM,290684308,SCALAR,1,1,0.000000,"XD:X1=0,IMM:0,"
MOV_XD_IMM,290684316,SCALAR,1,1,0.000000,"XD:X0=0x100,IMM:0x100,"
ZEROEXT,290685412,SCALAR,1,1,0.000000,"dtype:U32,XD:X2=0x18280,XN:X22=0x18280,"
ADD_IMM,290684096,SCALAR,1,1,0.000000,"dtype:S64,XD:X2=0x1022fe28,XN:X1=0x1022fe00,IMM:0x28,"
MOV_SPR_XN,290684116,SCALAR,1,1,0.000000,"SPR:FFTS_BASE_ADDR,XN:X0=0,"
MOV_XD_SPR,290684120,SCALAR,1,1,0.000000,"XD:X0=0,SPR:CTRL,"
INSERT_XD_XN,290684124,SCALAR,1,1,0.000000,"XD:X0=0,XN:X5=0,IMM:0x6,UIMM:0x2,"
WAIT_FLAG,290685432,SCALAR,1,1,0.000000,"PIPE:VEC,TRIGGERPIPE:SCALAR,FLAGID:7,"
ZEROEXT,290685424,SCALAR,1,1,0.000000,"dtype:U32,XD:X25=0x10200,XN:X13=0x10200,"
MOV_XD_IMM,290685420,SCALAR,1,1,0.000000,"XD:X20=0x1,IMM:0x1,"
MOV_XD_IMM,290685416,SCALAR,1,1,0.000000,"XD:X17=0x200,IMM:0x200,"
MOV_XD_SPR,290684132,SCALAR,1,1,0.000000,"XD:X0=0,SPR:CTRL,"
MOV_XD_SPR,290684092,SCALAR,1,1,0.000000,"XD:X1=0x1022fe00,SPR:PARA_BASE,"
MOV_XD_IMM,290685408,SCALAR,1,1,0.000000,"XD:X4=0x1f,IMM:0x1f,"
MOV_XD_IMM,290685404,SCALAR,1,1,0.000000,"XD:X31=0x40,IMM:0x40,"
MOVK,290685400,SCALAR,1,1,0.000000,"XD:X1=0x80000000,IMM:0x8000,UIMM:0x1,"
NEG,290685396,SCALAR,1,1,0.000000,"dtype:S64,XD:X29=0xfffffffffffffffc,XN:X29=0x4,"
INSERT_XD,290684136,SCALAR,1,1,0.000000,"XD:X0=0,IMM:0,POSITION:0x38,EXT:0,"
MOVK,290685392,SCALAR,1,1,0.000000,"XD:X28=0x80000,IMM:0x8,UIMM:0x1,"
ZEROEXT,290685388,SCALAR,1,1,0.000000,"dtype:U32,XD:X26=0x28280,XN:X20=0x28280,"
MOVK,290685384,SCALAR,1,1,0.000000,"XD:X24=0x100080800010001,IMM:0x100,UIMM:0x3,"
NEG,290684044,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0xffffffffffffffff,XN:X0=0x1,"
MOV_XD_IMM,290684008,SCALAR,1,1,0.000000,"XD:X29=0x7f80,IMM:0x7f80,"
MOV_XD_SPR,290684016,SCALAR,1,1,0.000000,"XD:X15=0,SPR:SYS_VA_BASE,"
ADD,290684020,SCALAR,1,1,0.000000,"dtype:S64,XD:X29=0x107f80,XN:X29=0x107f80,XM:X15=0,"
MOV_XD_SPR,290684024,SCALAR,1,1,0.000000,"XD:X15=0x1a,SPR:COREID,"
MOV_XD_IMM,290684028,SCALAR,1,1,0.000000,"XD:X16=0x7fff,IMM:0x7fff,"
MOV_XD_IMM,290684032,SCALAR,1,1,0.000000,"XD:X0=0x1,IMM:0x1,"
AND,290684036,SCALAR,1,1,0.000000,"dtype:B64,XD:X15=0x1a,XN:X15=0x1a,XM:X16=0x7fff,"
MOV_XD_IMM,290684040,SCALAR,1,1,0.000000,"XD:X17=0x8000,IMM:0x8000,"
SUB_IMM,290684160,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x1d7ae0,XN:X30=0x1d8240,IMM:0x760,"
ADD_IMM,290684060,SCALAR,1,1,0.000000,"dtype:S64,XD:X30=0x1d8240,XN:X29=0x1d7f80,IMM:0x2c0,"
MOV_XD_IMM,290684064,SCALAR,1,1,0.000000,"XD:X5=0,IMM:0,"
MOV_XD_IMM,290684068,SCALAR,1,1,0.000000,"XD:X0=0x138c,IMM:0x138c,"
MOVK,290684072,SCALAR,1,1,0.000000,"XD:X0=0x138c,IMM:0,UIMM:0x1,"
MOVK,290684076,SCALAR,1,1,0.000000,"XD:X0=0x138c,IMM:0,UIMM:0x2,"
MOVK,290684080,SCALAR,1,1,0.000000,"XD:X0=0x138c,IMM:0,UIMM:0x3,"
MOV_XD_SPR,290684084,SCALAR,1,1,0.000000,"XD:X1=0x11537cb4,SPR:PC,"
ADD,290684088,SCALAR,1,1,0.000000,"dtype:S64,XD:X0=0x11539040,XN:X0=0x138c,XM:X1=0x11537cb4,"
MOV_XD_IMM,290685300,SCALAR,1,1,0.000000,"XD:X23=0x101,IMM:0x101,"
ADD,290685296,SCALAR,1,1,0.000000,"dtype:S64,XD:X18=0x1000,XN:X18=0,XM:X15=0x1000,"
SHL,290685316,SCALAR,1,1,0.000000,"dtype:B64,XD:X1=0x20000,DATA_SRC:IMM,IMM:0x2,"
MOVK,290685320,SCALAR,1,1,0.000000,"XD:X23=0x8010101,IMM:0x801,UIMM:0x1,"
MOVK,290685324,SCALAR,1,1,0.000000,"XD:X24=0x10001,IMM:0x1,UIMM:0x1,"
SHL,290685328,SCALAR,1,1,0.000000,"dtype:B64,XD:X15=0x4000,DATA_SRC:IMM,IMM:0x2,"
ADD,290685292,SCALAR,1,1,0.000000,"dtype:S64,XD:X1=0x8000,XN:X16=0,XM:X1=0x8000,"
SHL,290685288,SCALAR,1,1,0.000000,"dtype:B64,XD:X18=0,DATA_SRC:IMM,IMM:0xb,"
SHL,290685332,SCALAR,1,1,0.000000,"dtype:B64,XD:X18=0x2000,DATA_SRC:IMM,IMM:0x1,"
ADD,290685336,SCALAR,1,1,0.000000,"dtype:S64,XD:X16=0x113e2600,XN:X2=0x113c2600,XM:X1=0x20000,"
MOVK,290685340,SCALAR,1,1,0.000000,"XD:X23=0x80808010101,IMM:0x808,UIMM:0x2,"
MOV_XD_IMM,290684156,SCALAR,1,1,0.000000,"XD:X5=0,IMM:0,"
MOV_XD_XN,290685308,SCALAR,1,1,0.000000,"dtype:S64,XD:X15=0x1000,XN:X18=0x1000,"
MOVK,290685344,SCALAR,1,1,0.000000,"XD:X24=0x80800010001,IMM:0x808,UIMM:0x2,"
MOV_XD_IMM,290684148,SCALAR,1,1,0.000000,"XD:X1=0x1,IMM:0x1,"
MOV_XD_IMM,290685348,SCALAR,1,1,0.000000,"XD:X28=0,IMM:0,"
MOV_XD_IMM,290685352,SCALAR,1,1,0.000000,"XD:X29=0x4,IMM:0x4,"
MOV_XD_IMM,290685356,SCALAR,1,1,0.000000,"XD:X1=0,IMM:0,"
MOVX8_XD_IMM,290684144,SCALAR,1,1,0.000000,"XD:X0=0x7ff80,IMM:0xfff0,"
MOV_XD_IMM,290685304,SCALAR,1,1,0.000000,"XD:X24=0x1,IMM:0x1,"
ADD,290685360,SCALAR,1,1,0.000000,"dtype:S64,XD:X15=0x113ba200,XN:X4=0x113b6200,XM:X15=0x4000,"
ADD,290685364,SCALAR,1,1,0.000000,"dtype:S64,XD:X3=0x113c0400,XN:X3=0x113be400,XM:X18=0x2000,"
MOV_XD_IMM,290685368,SCALAR,1,1,0.000000,"XD:X18=0x800,IMM:0x800,"
SHL,290685284,SCALAR,1,1,0.000000,"dtype:B64,XD:X15=0x1000,DATA_SRC:IMM,IMM:0xc,"
ZEROEXT,290685372,SCALAR,1,1,0.000000,"dtype:U32,XD:X19=0x12200,XN:X8=0x12200,"
ZEROEXT,290685376,SCALAR,1,1,0.000000,"dtype:U32,XD:X21=0x12280,XN:X17=0x12280,"
MOVK,290685380,SCALAR,1,1,0.000000,"XD:X23=0x100080808010101,IMM:0x100,UIMM:0x3,"
SET_FLAG,290686416,VECTOR,32,0,0.000000,"PIPE:VEC,TRIGGERPIPE:SCALAR,FLAGID:7,"
JUMPCMP,290686652,FLOWCTRL,1,0,0.000000,"TargetPC:0,CMP_dtype:S64,XN:X0=0x1,Condition_op:1,FC_type:IMM,IMM:0x98CMP_type:IMM,UIMM:0,"
WAIT_FLAG,290686640,MTE3,1,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:MTE3,FLAGID:7,"
SET_FLAG,290686524,SCALAR,1,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:VEC,FLAGID:7,"
SET_FLAG,290686220,SCALAR,2,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:MTE2,FLAGID:7,"
NOP,290687264,FLOWCTRL,1,0,0.000000,""
END,290687272,FLOWCTRL,1,0,0.000000,""
JUMPCMP,290686516,FLOWCTRL,32,0,0.000000,"TargetPC:0,CMP_dtype:U64,XN:X0=0,Condition_op:2,FC_type:IMM,IMM:0x3e2CMP_type:REG,XM:X9=0x1f,"
MOV_SPR_XN,290686496,SCALAR,32,0,0.000000,"SPR:CTRL,XN:X11=0,"
BAR,290686520,VECTOR,1,0,0.000000,"PIPE:VEC"
MOV_SPR_XN,290686592,SCALAR,1,0,0.000000,"SPR:CTRL,XN:X3=0,"
MOV_SPR_XN,290686548,SCALAR,1,0,0.000000,"SPR:CTRL,XN:X1=0x100000000000000,"
WAIT_FLAG,290686532,VECTOR,1,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:VEC,FLAGID:7,"
MOV_SPR_XN,290684128,SCALAR,1,0,0.000000,"SPR:CTRL,XN:X0=0,"
MOV_SPR_XN,290686476,SCALAR,32,0,0.000000,"SPR:CTRL,XN:X13=0x100000000000000,"
MOV_SPR_XN,290684140,SCALAR,1,0,0.000000,"SPR:CTRL,XN:X0=0,"
WAIT_FLAG,290686464,VECTOR,32,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:VEC,FLAGID:7,"
BAR,290685436,VECTOR,2,0,0.000000,"PIPE:VEC"
BAR,290685564,VECTOR,2,0,0.000000,"PIPE:VEC"
BAR,290685548,VECTOR,2,0,0.000000,"PIPE:VEC"
MOV_SPR_XN,290685532,SCALAR,2,0,0.000000,"SPR:CTRL,XN:X22=0x100000000000000,"
MOV_SPR_XN,290685856,SCALAR,2,0,0.000000,"SPR:CTRL,XN:X8=0x100000000000000,"
BAR,290685520,VECTOR,2,0,0.000000,"PIPE:VEC"
BAR,290685484,VECTOR,2,0,0.000000,"PIPE:VEC"
MOV_SPR_XN,290685476,SCALAR,2,0,0.000000,"SPR:CTRL,XN:X22=0,"
MOV_SPR_XN,290685448,SCALAR,2,0,0.000000,"SPR:CTRL,XN:X22=0x100000000000000,"
WAIT_FLAG,290685840,VECTOR,2,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:VEC,FLAGID:7,"
BAR,290685880,VECTOR,2,0,0.000000,"PIPE:VEC"
SET_FLAG,290685428,VECTOR,1,0,0.000000,"PIPE:VEC,TRIGGERPIPE:SCALAR,FLAGID:7,"
MOV_SPR_XN,290685904,SCALAR,2,0,0.000000,"SPR:CTRL,XN:X8=0,"
BAR,290685928,VECTOR,2,0,0.000000,"PIPE:VEC"
MOV_SPR_XN,290685944,SCALAR,2,0,0.000000,"SPR:CTRL,XN:X8=0x100000000000000,"
BAR,290685960,VECTOR,2,0,0.000000,"PIPE:VEC"
MOV_SPR_XN,290685976,SCALAR,2,0,0.000000,"SPR:CTRL,XN:X8=0,"
MOV_SPR_XN,290685808,SCALAR,64,0,0.000000,"SPR:CTRL,XN:X8=0,"
BAR,290685744,VECTOR,64,0,0.000000,"PIPE:VEC"
SET_FLAG,290685728,VECTOR,64,0,0.000000,"PIPE:VEC,TRIGGERPIPE:SCALAR,FLAGID:7,"
MOV_SPR_XN,290685784,SCALAR,64,0,0.000000,"SPR:CTRL,XN:X10=0x100000000000000,"
BAR,290685696,ALL,64,0,0.000000,"PIPE:ALL"
BAR,290685692,ALL,64,0,0.000000,"PIPE:ALL"
SET_FLAG,290685684,MTE3,2,0,0.000000,"PIPE:MTE3,TRIGGERPIPE:SCALAR,FLAGID:7,"
SET_FLAG,290685672,VECTOR,2,0,0.000000,"PIPE:VEC,TRIGGERPIPE:SCALAR,FLAGID:7,"
SET_FLAG,290685664,MTE2,2,0,0.000000,"PIPE:MTE2,TRIGGERPIPE:SCALAR,FLAGID:7,"
SET_FLAG,290685992,VECTOR,2,0,0.000000,"PIPE:VEC,TRIGGERPIPE:SCALAR,FLAGID:7,"
MOV_SPR_XN,290685648,SCALAR,2,0,0.000000,"SPR:CTRL,XN:X22=0,"
BAR,290685632,VECTOR,2,0,0.000000,"PIPE:VEC"
BAR,290685620,VECTOR,2,0,0.000000,"PIPE:VEC"
BAR,290685604,VECTOR,2,0,0.000000,"PIPE:VEC"
JUMPCMP,290685828,FLOWCTRL,64,0,0.000000,"TargetPC:0,CMP_dtype:U64,XN:X0=0,Condition_op:2,FC_type:IMM,IMM:0x3deCMP_type:REG,XM:X4=0x1f,"
BAR,290685832,VECTOR,2,0,0.000000,"PIPE:VEC"
SET_FLAG,290685836,SCALAR,2,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:VEC,FLAGID:7,"
SET_FLAG,290686324,MTE2,1,0,0.000000,"PIPE:MTE2,TRIGGERPIPE:SCALAR,FLAGID:7,"
WAIT_FLAG,290686228,MTE2,2,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:MTE2,FLAGID:7,"
BAR,290686248,VECTOR,2,0,0.000000,"PIPE:VEC"
MOV_SPR_XN,290686268,SCALAR,2,0,0.000000,"SPR:CTRL,XN:X0=0,"
MOV_SPR_XN,290685084,SCALAR,1,0,0.000000,"SPR:CTRL,XN:X9=0x100000000000000,"
SET_CROSS_CORE,290686288,VECTOR,2,0,0.000000,"PIPE:VEC,TRIGGERPIPE:UNDEF,FLAGID:0,XT:X0=0x321,"
BAR,290685064,VECTOR,1,0,0.000000,"PIPE:VEC"
JUMPC,290686312,FLOWCTRL,2,0,0.000000,"TargetPC:0x1153856c,cond_flag:1"
SET_FLAG,290686316,VECTOR,1,0,0.000000,"PIPE:VEC,TRIGGERPIPE:SCALAR,FLAGID:7,"
WAIT_FLAG,290685756,VECTOR,64,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:VEC,FLAGID:7,"
JUMPC,290684492,FLOWCTRL,5,0,0.000000,"TargetPC:0x11537e50,cond_flag:1"
JUMP,290684480,FLOWCTRL,1,0,0.000000,"TargetPC:0x11537e44"
WAIT_FLAG,290686356,VECTOR,1,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:VEC,FLAGID:7,"
JUMPCMP,290684476,FLOWCTRL,5,0,0.000000,"TargetPC:0,CMP_dtype:U64,XN:X6=0x1,Condition_op:2,FC_type:IMM,IMM:0x2CMP_type:REG,XM:X8=0x5,"
JUMP,290684440,FLOWCTRL,1,0,0.000000,"TargetPC:0x11537e44"
SET_FLAG,290686388,MTE3,1,0,0.000000,"PIPE:MTE3,TRIGGERPIPE:SCALAR,FLAGID:7,"
BAR,290686396,ALL,32,0,0.000000,"PIPE:ALL"
JUMPCMP,290686116,FLOWCTRL,64,0,0.000000,"TargetPC:0,CMP_dtype:U64,XN:X0=0,Condition_op:2,FC_type:IMM,IMM:0x3e3CMP_type:REG,XM:X4=0x1f,"
BAR,290686000,ALL,64,0,0.000000,"PIPE:ALL"
BAR,290686004,ALL,64,0,0.000000,"PIPE:ALL"
SET_FLAG,290686020,VECTOR,64,0,0.000000,"PIPE:VEC,TRIGGERPIPE:SCALAR,FLAGID:7,"
BAR,290686036,VECTOR,64,0,0.000000,"PIPE:VEC"
WAIT_FLAG,290686048,VECTOR,64,0,0.000000,"PIPE:SCALAR,TRIGGERPIPE:VEC,FLAGID:7,"
